TCGA_patient_barcode	14-3-3_beta	14-3-3_epsilon	14-3-3_zeta	4E-BP1	4E-BP1_pS65	4E-BP1_pT37T46	4E-BP1_pT70	53BP1	A-Raf_pS299	ACC_pS79	ACC1	Acetyl-a-Tubulin-Lys40	ACVRL1	Akt	Akt_pS473	Akt_pT308	AMPK_alpha	AMPK_pT172	Annexin-1	Annexin_VII	AR	ARHI	ARID1A	ASNS	ATM	B-Raf	Bad_pS112	Bak	Bap1-c-4	Bax	Bcl-2	Bcl-xL	Beclin	beta-Catenin	Bid	Bim	BRCA2	c-Jun_pS73	c-Kit	c-Met_pY1235	c-Myc	C-Raf	C-Raf_pS338	Caspase-7_cleavedD198	Caveolin-1	CD20	CD31	CD49b	CDK1	Chk1	Chk1_pS345	Chk2	Chk2_pT68	cIAP	Claudin-7	Collagen_VI	Cyclin_B1	Cyclin_D1	Cyclin_E1	Cyclin_E2	DJ-1	Dvl3	E-Cadherin	eEF2	eEF2K	EGFR	EGFR_pY1068	EGFR_pY1173	eIF4E	eIF4G	ER-alpha	ER-alpha_pS118	ERK2	ETS-1	FASN	Fibronectin	FoxM1	FOXO3a	FOXO3a_pS318_S321	G6PD	GAB2	GAPDH	GATA3	GSK3-alpha-beta	GSK3-alpha-beta_pS21_S9	GSK3_pS9	HER2	HER2_pY1248	HER3	HER3_pY1289	Heregulin	HSP70	IGFBP2	INPP4B	IRS1	JNK_pT183_Y185	JNK2	Ku80	Lck	LKB1	MAPK_pT202_Y204	MEK1	MEK1_pS217_S221	MIG-6	Mre11	mTOR	mTOR_pS2448	MYH11	Myosin-IIa_pS1943	N-Cadherin	N-Ras	NDRG1_pT346	NF-kB-p65_pS536	NF2	Notch1	P-Cadherin	p21	p27	p27_pT157	p27_pT198	p38_MAPK	p38_pT180_Y182	p53	p62-LCK-ligand	p70S6K	p70S6K_pT389	p90RSK	p90RSK_pT359_S363	PAI-1	Paxillin	PCNA	PDCD4	PDK1	PDK1_pS241	PEA-15	PEA15_pS116	PI3K-p110-alpha	PI3K-p85	PKC-alpha	PKC-alpha_pS657	PKC-delta_pS664	PKC-pan_BetaII_pS660	PR	PRAS40_pT246	PRDX1	PREX1	PTEN	Rab-25	Rab11	Rad50	Rad51	Raptor	Rb_pS807_S811	RBM15	Rictor	Rictor_pT1135	S6	S6_pS235_S236	S6_pS240_S244	SCD1	SF2	Shc_pY317	Smad1	Smad3	Smad4	Src	Src_pY416	Src_pY527	STAT3_pY705	STAT5-alpha	Stathmin	Syk	TAZ	TIGAR	Transglutaminase	TFRC	TSC1	Tuberin	Tuberin_pT1462	VEGFR2	VHL	XBP1	XRCC1	YAP	YAP_pS127	YB-1	YB-1_pS102	JAB1	MSH2	MSH6
TCGA-A8-A06Y	-0.065919539	-0.073275623	0.659873867	-0.313110553	-0.180938735	0.813647646	0.077378822	-0.115893682	0.469737144	0.203206917	-0.055559452	-0.346581831	0.046514932	0.063125644	0.617241574	0.155346713	0.247049844	0.926437797	-1.028103622	-0.020639186	-0.358180021	0.014566989	-0.086071638	0.303856208	0.1443627	1.580945996	0.327170104	-0.248060748	0.239111547	-0.215606928	-0.619935688	-0.07768915	-0.032454259	0.799071238	-0.18376455	-0.197298393	-0.342289523	0.258364508	-0.434313137	-0.093195037	-0.160844759	0.189006453	0.071189794	-0.437328662	-0.191523347	-0.09211455	-0.20436305	0.678617081	-0.158666479	-0.127614458	0.011058048	0.174304217	0.041534773	0.146142512	0.742170732	-0.189952237	-0.537428579	0.076265324	0.346046116	0.046749377	-0.463232316	-0.083444374	0.908249189	0.109719595	-0.148716241	-0.078518028	-0.159970217	-0.123814134	-0.31462091	0.949386369	3.254148897	1.235717894	-0.487214626	-0.060975113	-0.772806447	0.248179182	-0.503049352	-0.293431981	-0.397306589	0.048236306	1.229134504	-0.057389467	2.245856556	0.185795795	1.044301624	1.193978934	0.19134811	0.120449751	-0.057754838	-0.119777072	0.088468724	-0.044134757	-0.657112211	0.746806096	-0.211210183	0.991067327	0.11459833	-0.433353743	-0.388078995	-0.165858016	1.102727957	-0.423301015	0.380288279	0.104580664	-0.100566385	0.136970923	0.589741287	1.71214429	-0.456048018	-0.122797363	-0.010090235	-0.228580464	0.660238933	-0.1408585	-0.219580956	-0.364237736	-0.241955118	-0.016483711	-0.181252395	-0.350346034	-0.0587835	0.232052414	0.018030022	0.472523212	0.068645874	0.498326953	-0.287411137	0.308120903	0.007395051	0.324251892	-0.163828859	3.203998911	-0.073335751	0.123676915	-0.506563135	0.013371063	0.180479647	0.423707018	-0.199604182	-0.689989185	-0.096232448	-0.080539606	-0.767113818	0.30710498	0.103897134	1.796049315	0.263314506	0.656019608	-0.140329155	0.346431085	-0.184064306	0.092210548	0.427703559	0.040901685	0.145729038	0.058676671	0.15602773	1.112892032	0.872207779	0.192825814	0.082401732	0.148667202	-0.059124602	-0.161533115	-0.135667983	-0.246077441	-0.045710193	-0.291431333	-0.102655931	0.017605165	-0.384771295	-0.58929608	0.030568014	-0.17452486	-0.128448449	0.715450586	-0.560744802	0.613726441	1.060260393	0.936726739	-1.078747033	-0.207113476	0	-0.097747193	0.483973691	-0.12820045	0.245030405	0.111064979	-0.365429585	-0.355583697
TCGA-A7-A0CD	-0.098359085	-0.139743376	0.203188155	-0.435743882	-0.520152579	0.06780403	-0.207484236	-0.292134991	0.057902344	0.701311077	0.566028819	1.230151582	0.158290222	-0.11696927	0.033007243	-0.330766533	0.058050913	-0.308007363	-0.419889959	-0.030928677	1.854760659	0.148643488	0.004300359	-0.42258813	0.760208614	-0.467252888	0.553358369	0.113390431	-0.05424545	-0.267797037	0.947369673	-0.247267676	-0.119575014	-0.239908425	-0.236873794	0.550320289	-0.474929269	0.254412135	-0.195587076	-0.13086392	-0.145394721	-0.091874873	-0.0906743	-0.6288303	0.321014004	0.061408303	-0.266365231	-0.162651043	-0.477765436	-0.068299823	-0.155272907	0.302363385	-0.296522303	0.016648713	-0.273969972	-0.34080276	-0.775481041	-0.170081554	-0.209147732	0.032251708	0.39953358	-0.082678383	0.092153618	-0.630932842	-0.07052896	0.036039623	0.325814697	0	-0.162706445	-0.293278342	3.115275024	1.010416613	0.448187096	0.219798143	0.388574128	-0.664593978	-0.190619682	-0.197898462	-0.08349953	0.056130246	0.698727989	-0.759390363	1.087913565	-0.281274547	0.815927481	0.705548894	0.747971283	0.547344726	0.206129169	-0.060335228	0.055063401	-0.095696662	-0.204958504	1.287451034	0.03495108	0.94369383	0.434263732	0.221888633	-0.362008705	-0.098470124	1.208560255	0.186852288	-0.016373029	0.345158318	-0.13401564	0.646494574	0.511773349	-0.724884102	-0.018039367	-0.075475535	0.02933627	-0.127485132	-0.183907936	0.581608931	0.086067401	-0.828612258	-0.042487433	-0.490148877	0.068017476	-0.379092466	0.226949562	-0.024259147	-0.199813896	1.732906312	0.27134484	0.076037981	0.169034373	0.586371942	-0.40174031	0.289388	-0.022499066	0.579327234	-0.154089071	-0.147789367	0.183775988	0.10519612	0.392372418	0.164691392	-0.155822585	-0.156452281	-0.024430568	0.165090696	4.936240838	0.078528687	0.198417279	0.703677933	0.160067069	-0.427344062	0.000726752	0.394636606	0.055685091	0.422636696	0.474731036	-0.183310164	0.294701927	0.131124606	-0.257040815	0.319384846	-0.008042119	-2.922494312	0.036483135	-0.118199138	0.359237966	0.321350835	0.020197285	-0.359369371	-0.24167553	-0.044826179	-0.27077613	0.289359879	-0.226548141	-0.085266112	0.01135088	-0.11628862	-0.244154214	0.180490356	-1.625829892	0.345870938	0.592538878	1.439972961	-0.741616206	-0.19996334	0.207810389	0.132320835	0.078114202	-0.106865576	0.190998128	-0.080897377	-0.549785365	-0.104536039
TCGA-A7-A0CE	-0.169381474	-0.01212397	-0.31174949	-0.088341466	0.379114746	0.386343432	0.089813621	0.631789806	0.626388211	0.340532238	0.140705946	1.372213607	0.051755902	-0.228051169	0.667004729	0.491193148	-0.060398709	-1.071989694	-0.389118102	-0.260687339	-1.48170994	-0.045736988	-0.23517623	1.12109569	0.254860318	0.652725765	0.388935602	-0.127201567	0.061628737	-0.381430692	-0.966646682	-0.279448609	-0.134223522	0.62897488	-0.309899741	-0.25290309	-0.27619914	0.19864943	3.075045604	-0.086620129	-0.051890581	-0.24529854	-0.166547781	-0.309748832	0.441485311	-0.087467175	-0.147518615	0.912945374	0.274965934	0.03045314	-0.14401462	0.379898211	0.27839032	-0.023927922	0.925674909	-0.038497745	1.695996852	-0.812109066	1.290122761	0.201364173	-0.363964829	0.014281502	-0.000936715	-0.038454474	-0.0534243	0.705737283	0.353408951	-0.175381278	-0.024693768	1.575397274	-2.56614209	-0.680424466	-0.445669612	-0.000151409	-0.074735764	1.138621173	1.248315482	-0.345983117	-0.144332786	-0.001201317	-0.281949978	3.402571388	-1.399341861	0.040577669	0.927424086	0.435469707	0.250797776	0.094773251	0.060796279	-0.092049956	0.04556134	-0.323455744	-0.864407711	-0.029479009	-0.504549113	0.18210644	-0.591510979	-0.337640128	-0.260802459	-0.532603859	1.261688744	0.444735553	0.442209752	0.259017475	-0.314469968	0.498589574	0.526611505	1.135213574	0.069131006	-0.288475222	0.01187277	3.751745141	0.565886191	-0.109164129	0.058342849	0.300419199	-0.250859887	-0.085463512	-0.070515898	-0.069507357	-0.407659249	0.210732973	0.329107988	-0.792869714	-0.324476659	-0.023942266	0.102387735	0.828055757	0.123925769	0.249168196	0.337575005	1.010298512	-0.507441916	-0.505681757	-0.44684937	-0.067449764	-0.104131684	-0.081069789	-0.013298646	-0.12759177	-0.137000652	0.475664737	-0.439944981	0.319361381	0.00296317	-1.060485101	-0.122121827	0.292698932	-0.285191577	0.01234797	-0.102526234	0.3635827	1.201315097	0.921087244	-0.009931526	-0.049735024	-0.173632949	0.878852768	0.393161596	-0.312629343	-0.026120443	0.18621937	0.110578896	-0.190646625	-0.107674525	-0.741792306	0.334306314	1.244048224	0.232350809	0.912281933	-0.144791855	0.346767529	0.172391172	0	0.151173787	0.178843046	1.389964107	-0.239436006	0.471390714	0.510959187	0.402485217	-0.011744632	-0.139422482	-0.215297697	0.01040881	-0.010461017	0.973639849	0.042459921	0.67374167	1.082969933
TCGA-A7-A0CH	-0.140477547	-0.061061827	-0.341958264	-0.167297465	-0.192646407	0.064157041	-0.134073546	0.650191283	0.355440605	0.19442593	-0.096462888	0.929692281	-0.057427166	0.613334168	0.233894444	0.078290682	0.467932207	1.007294054	-0.047098347	-0.032332596	1.592145083	-0.175331593	0.109483759	-0.344964164	0.614719348	0.093721481	0.097680173	-0.12010422	-0.02281753	-0.121089473	1.373537211	-0.272819632	-0.100148135	0.833041971	-0.300950135	-0.166005393	-0.389575688	0.520490051	-0.534547673	-0.062086821	-0.387821325	0.107852007	-0.218759359	-1.023226144	-0.261388164	-0.270187801	-0.178325515	-0.010717287	-0.260397711	0.071399415	-0.242152396	-0.05622217	-0.109134825	0.291367448	1.042695043	-1.034006035	-0.645943935	-0.354905928	-0.251058871	-0.140137356	0.157176115	0.203645972	0.529099732	-0.056260841	0.548721571	-0.239071866	0.126265894	-0.147207093	-0.050385099	0.803356327	3.575027376	0.656670258	0.182581749	-0.052931065	-0.28457733	-0.472069938	-0.269054249	-0.290238293	0.125938797	0.038550308	-0.516162085	-0.153147838	0.991585021	0.393649585	0.743214329	0.718188032	0.251749078	0.160915937	-0.151306279	-0.043396744	0	-0.484585329	0.668418017	1.434692657	0.437006023	0.601372463	0.523769274	0.291874448	-0.637727863	0.235150342	0.828253412	0.200537756	0.458794592	-0.216777816	-0.142876852	0.809507311	0.18603643	-2.057225783	0.440772097	-0.14674633	-0.212444793	-0.054710271	0.698444546	0.384807413	-0.211514128	-0.422897652	0.166326331	0.062720076	-0.027701559	-0.298781207	0.038378356	-0.043350674	-0.140632012	0.20271326	-0.129991312	-0.28775637	0.487109622	0.132740194	-0.300926908	0.236016079	-0.276343586	1.248056784	0.12631155	0.312460196	-0.073604431	0.081996735	-0.049339107	0.075268123	-0.14495906	0.107338367	-0.02522772	0.275047253	5.332177048	0.104560129	-0.044122963	0.939512512	0.613587661	0.410777129	-0.404249422	0.085776663	-0.284422967	0.542656185	0.955443446	0.870613305	0.167579719	-0.173992273	-0.148334468	-0.034172227	-0.012386335	0.135793294	-0.060616649	0.233223001	0.343077509	-0.238334187	-0.185840472	-0.203723913	-0.011228164	0.298009669	0.013429815	1.100314248	-0.139956114	-0.288680712	-0.284839989	-0.091246537	-0.196825315	0.743553103	-0.190062077	0.437550831	0.545915545	0.414615261	0.389663683	-0.218270045	0.002173455	0.076759984	0.606741952	-0.036383732	0.065460863	0.095668642	-0.246585956	-0.003411811
TCGA-A7-A0CG	0.125603827	0.045928698	0.285004144	0.291902821	-0.268636691	0.347120449	-0.079272141	-0.087634548	0.362015433	0.006327032	0.123835944	-0.45660531	0.720331129	0.160977746	1.808317047	0.973794205	-0.239064018	-0.298880381	0.118303839	0.192555335	1.03398469	0.553446034	-0.085252417	-0.65639974	-0.07457888	-0.784268729	0.614021062	-0.028560739	-0.258404616	0.199523473	-0.114357344	-0.304899314	-0.781705577	-0.860224659	-0.093451704	0.076116706	-0.373205886	-0.291441868	0.16517863	-0.720334271	-0.585883008	0.030692759	-0.029234453	-0.495395396	1.504015663	0.012015823	-1.61866135	-0.03735963	-0.761707271	-0.395925653	-0.758528981	-0.47952032	-1.686077931	-0.595004507	-0.357674081	1.273476454	-0.952612533	-0.078487969	-0.232858718	0	0.41652588	-0.242392716	-1.615649929	-0.122137971	0.2353872	0.190672358	0.410667129	0.037061528	0.247818276	-0.042885756	2.671394473	0.744923474	0.179623676	0.244896179	0.249805814	-1.24991716	-0.597587617	0.168411111	-0.565043624	0.334813076	-0.300085842	0.271178762	0.016676384	0.231411569	0.445492507	0.615884765	-0.235916972	0.036976753	-0.196894941	0.339280455	0.321886726	-0.057832137	-0.11352481	-0.149163126	-0.153963598	0.643856992	0.353733878	-0.287890203	0.164803403	-0.29561584	1.804054295	0.387114947	0.369373691	0.322155687	-0.892012781	-0.077757051	-0.065974798	2.626627726	-1.142749604	-0.206592534	0.158021995	0.562963785	-0.607111278	0.085863079	-0.144362573	-0.198375161	-0.473530923	0.050228821	-0.346680811	-0.332777989	0.554103571	0.892495396	-1.027524483	-0.310031547	-0.627693319	0.124175362	0.170410966	0.501166582	-0.891388118	-0.155603923	0.28570606	1.116535326	0.297440645	0.099904018	0.164004922	-0.03691802	-0.007195281	0.510571406	-0.032255825	0.04133684	-0.514476875	0.548315986	0.499501936	-0.105826577	0.376581083	-0.145008204	0.308757199	1.112788034	0.617135116	0.138738575	-0.234492598	-0.245935987	-0.055428368	0.074324428	0.094614958	-0.322616262	0.02249467	-0.085470499	-0.315188484	-5.83113921	0.054527791	0.681399409	0.032493891	0.105499481	0.083604588	-0.080123331	-0.49604096	0.17977413	0.11715532	0.036598251	-0.49776445	0.014510159	-0.166772152	-0.134164172	-0.505724156	0.140256126	-0.94655987	0.32865417	0.448731481	0.362077911	-0.650389978	-0.60729518	-0.159830314	-0.227005077	0.215350536	-0.388454331	0.598238503	0.259828765	-0.429263888	-0.578817152
TCGA-A7-A0CJ	-0.131860468	-0.426510663	0.081293584	0.28216206	0.297568854	0.74641488	0.282546959	-0.324980223	-0.081879855	-0.750525387	-0.765940692	0.523825116	-0.049821767	-0.221001806	1.323325942	0.730597994	-0.872408288	-0.93502107	-0.686946365	-0.035583993	0.341541828	-0.095104939	0.018798335	-0.483864116	-0.07542734	1.591024738	0.100278646	-0.288598243	0.238249224	-0.235486423	2.128335506	-0.169776089	-0.006354593	0.269277593	-0.402105384	1.424582982	-0.201918397	0.049263767	-0.552283719	-0.121498899	0.083641338	0.580573259	0.161584158	-0.285741152	-1.355275474	-0.31171348	-0.122315163	0.131511927	-0.387561912	-0.027722384	-0.127221967	0.670308695	0.260912997	-0.11503176	0.119207736	-1.017621444	0.848463881	0.02843278	-0.50570528	0.064710022	-0.071211827	-0.134268156	0.222554259	0.004325639	0.012582744	-0.329694362	-0.191854735	-0.330865793	0.07824894	1.415234221	2.381545936	1.438888197	-0.267755899	-0.128678591	-0.133050741	0.292453683	0.599725379	-0.154887501	0.033851126	0.123078348	0.579261505	0.473943349	0.60608277	0.731627006	1.270231747	1.677932131	-0.467672232	-0.419265634	-0.190964206	-0.307727107	-0.118835097	-0.637231692	1.513044734	0.317091401	0.566736292	0.581687622	0.163156633	-0.029984788	-0.096619235	0.115006482	-0.304332069	0.210226639	0.146387497	0.005533419	-0.302156566	1.0625938	0.94553512	-1.153887858	-0.151405968	-0.367059257	-0.116562123	1.314290994	0.765758654	-0.129360114	-0.08477545	-0.045886692	-0.430032115	-0.032961239	-0.133403855	-0.065944362	0.249070469	-0.052527972	-0.047088427	0.936901922	0.289932687	0.176783729	0.159343693	0.221380044	0.534432559	0.355902342	-0.075532176	1.153855594	-0.241651536	-0.347788008	-0.545742788	-0.164603185	0.101348703	0.274829089	-0.267625831	-0.665074098	-0.281501167	0.202591041	4.824667019	0.296082848	0.00427551	1.137575042	-0.320487413	0.113695167	-0.471568791	-0.224570836	-0.319264918	0.464739495	0.709911786	0.387569941	0.118870716	0.358295173	0.070256913	1.685363887	1.739658819	-0.03248827	-0.034072548	-0.306915148	-0.223132139	0.240807874	-0.158028818	-0.060013657	0.012678761	0.006452866	-0.448590309	-0.139193781	-0.351223015	0.327569302	-0.244737458	-0.402873796	0.151937182	-0.023917762	1.52146416	0.252472069	0.677994261	1.896631775	-0.591027086	-0.085181111	-0.09738445	-0.558774187	-0.29309471	-0.156453667	0.108516399	0	0.496956327	0.783879738
TCGA-A2-A0D3	-0.030065468	-0.281238729	0.009654568	-0.186443111	-0.176509283	-0.377030968	-0.041523831	0.592705223	0.004642041	-0.20085963	-0.669750291	0.713203162	-0.034274373	0.307076637	-0.079219956	-0.00256903	0.125296154	0.488440392	0.052947463	-0.035322665	0.534037817	-0.188689229	0.084511397	-0.0683455	0.716308563	0.023803541	-0.133638601	-0.102955332	-0.049146942	-0.135728023	1.026253354	-0.145390774	-0.01995232	0.501550024	-0.117414423	0.078390507	-0.318447847	0.342145197	-0.500828702	-0.022268676	-0.032074747	0.074307573	-0.068378327	-0.152023039	-1.33303687	-0.238632906	-0.188701641	-0.047883668	-0.041038739	0.006318948	-0.11911825	0.143819374	0.010882075	-0.095107965	0.956856012	-1.345183713	-0.484439594	-0.379433083	-0.304203619	-0.143558923	-0.022887142	-0.04607782	0.460220177	0.137560784	1.009298225	-0.083403241	0.228842161	-0.136847441	-0.014964165	0.035164814	1.146929286	0.236968817	0.066235636	-0.019364857	1.517033841	-1.034004842	-0.25662495	-0.104628851	0.074635606	-0.230424052	0.279325896	-0.505568762	1.979062278	0.007050151	0.885752516	1.00329849	0.248823779	0.220820034	-0.442928741	0.272282545	-0.124378573	0.570642026	-0.0739006	-0.312351936	0.024002532	-0.083540073	0.201650885	0.515358176	0.411239752	0.038250919	-0.00080764	0.125834556	0.156146084	-0.182630913	-0.036206903	0.665627078	0.388974186	-0.152772079	-0.188478747	0.031671368	-0.145141136	-0.28127373	-0.438437915	0.177481216	0.073972631	-0.150639264	-0.304751018	0.114288725	-0.009877755	0.02157749	0.083802952	0.607853395	-0.014220592	-0.303767401	-0.212241343	-0.162054607	0.340995933	-0.136014378	-0.831803596	0.014194752	-0.27476296	2.133842111	0.062755524	0.316260723	0.129111059	-0.06164581	-0.28006835	0.027285445	-0.151900163	0.09996474	0.050665575	0.560994747	5.392185738	0.231562079	-0.121228321	1.34363346	0.091984999	0.741571507	-0.166736314	0.108702215	-0.230062299	0.23670278	0.137945842	0.085543369	0.017314455	0.100872727	0.018334643	-0.618828377	-0.362402432	-0.282691779	-0.192756794	0.252847665	-0.032030887	-0.165015503	-0.107201036	-0.272897905	0.104453711	0.321723991	0.082072819	1.486738866	0.017448287	0.54647274	-0.209178365	-0.184027988	0.457690729	0.207693903	-0.536648341	0.490023319	0.550703011	0.435479355	0.611755285	-0.226776557	0	-0.405306546	0.21053265	-0.362557359	-0.201900373	0.056974473	0.048987614	-0.049366143
TCGA-A2-A0SX	0.582109989	-0.209843308	0.036305062	-0.145836739	-0.022924778	-0.448738087	-0.055781534	-0.318242484	-0.079337288	-0.667924251	-0.855994411	0.038887262	0.303879516	0.052212885	-0.39299776	0.309804621	0.025049913	0.418844222	0.221877178	0.002252341	-1.27156851	0.284288861	0.350783856	0.602910015	0.776814875	-0.226373422	-0.480581	-0.041060365	0.35208583	0.080659504	0.340509679	-0.100987125	0.958724745	-1.62740783	-0.208072338	0.158529092	-0.361444104	0.327956563	1.494436009	-0.168569178	0.373094622	0.033170013	-0.134455747	0.615003877	-0.110237829	-0.006129674	0.06852684	-0.381575021	0.483094684	0	-0.194463683	0.218307667	-0.134843131	0.022001893	0.223536637	-0.164034993	0.564759405	-0.517362059	1.420992978	0.285583117	-0.262050192	0.187594746	-0.669078959	0.027207096	-0.157437854	0.348246409	-0.241081784	-0.138838902	-0.196629841	0.992541644	-3.002629575	-0.69014021	0.297546899	0.519818715	-1.655829871	0.066728053	0.446270352	-0.148063535	0.109998964	-0.291306762	0.287949847	-0.291878048	-1.577148688	0.723650447	-0.591049816	-0.560133388	-0.570890713	-0.277672338	0.021590725	-0.225087662	0.00916	-0.675532248	-1.442344151	0.459528535	-0.114132918	-0.460208519	-0.178253866	-0.28504575	1.187422647	-0.148143937	-0.562734319	0.472475729	0.13464213	0.141974018	-0.113832071	0.05999937	-0.196617568	-0.593753755	-0.262652109	0.070033444	0.050677843	-0.354303551	0.302776653	-0.1532383	0.582911104	0.074413191	-0.05701826	0.401104957	0.459928488	0.594426019	0.059464012	0.18747478	0.445765629	-0.222757063	-0.141883537	-0.171681008	-0.230433454	-0.151368746	-0.304127093	-0.05771166	-0.123394093	0.366318725	-0.271009073	-0.233302087	-0.231385351	-0.095844338	0.478810816	0.723423327	0.022265777	0.449001722	0.342252524	0.526780723	-0.263667743	-0.094272993	0.03777656	-0.289737089	0.323909967	0.34354959	-0.177093275	0.288882804	0.04650986	-0.263234443	-0.166327042	0.501373734	-0.160238573	-0.347580814	0.297880675	0.497815256	0.379583422	-0.089176485	0.010131097	-0.05850768	-0.371720951	-0.101758576	0.019749084	-0.12929211	0.320651787	-0.071586405	0.048582643	1.226255933	0.020565885	1.414503916	0.134477093	-0.086678418	-0.009027631	-0.082347005	-0.45076024	-0.073608468	-0.275347901	0.144949358	-2.625662907	1.280161152	0.557578388	0.371324124	-0.848262348	0.137047416	0.169989834	-0.062816258	0.397208591	0.940352854
TCGA-E2-A14W	-0.056110708	-0.204793186	0.139296234	-0.016407688	-0.033753963	-0.229298842	0.110742324	-0.084193618	0.144152443	2.086510442	2.345203225	0.514008644	0.071509034	-0.458299541	-0.713904475	-0.426416828	-0.049209854	0.329946376	-0.169651646	0.049159783	0.901976973	-0.059931602	0.437306586	0.560848537	0.988601521	0.116018233	0.064408305	-0.114021237	0.153679076	0.083727227	1.572683062	0.219868561	-0.026771292	0.320522087	-0.110893185	0.975407396	-0.161112656	0.033147781	-0.476677806	-0.038722201	0.222170443	0.196521617	-0.152322009	-0.459878173	-0.385957697	-0.329770418	-0.083651761	-0.294686069	-0.015011547	-0.160538576	-0.245029662	0.027568249	-0.179845363	-0.007195134	-0.379486746	-0.886020634	0.414654242	0.366031738	0.116292797	-0.072333192	0.336598743	0.087753765	0.23572029	0.127493683	-0.409212689	-0.255762274	-0.455075615	-0.088995038	-0.004769835	0.495637121	1.687007401	0.422129322	0.640411657	-0.164485987	2.765779604	-1.514294516	0.306315709	-0.356183093	0.257452661	0.072960625	-0.163225921	0.621412338	1.00594339	0.712791227	-1.052079265	-0.746974577	0.009656413	-0.409423491	-0.404026603	-0.193220901	0.094899431	-1.191202897	1.062787685	0.649029976	-0.127219087	-0.130963782	0.005680247	0.452211981	-0.762851704	0.185290495	-0.010471181	-0.999741345	0.175896414	-0.151703182	-0.088895251	1.528191247	0.111413384	-1.293754056	0.533198681	-0.223418716	0.002372891	-0.6601156	-1.314560446	0.109078481	-0.112098594	-0.204848502	0.38757482	-0.15584574	0.010366697	-0.114516866	0.112018489	-0.455213067	-0.137698712	1.76333356	1.317854497	-0.321102847	0.47123657	-0.521408239	0.542831752	0.41254176	-0.102053105	-0.485093098	-0.213882987	0.080077392	-0.027235131	-0.295557967	0.275686119	0.414862637	-0.089758828	0.145805657	-0.209956327	0.127504924	4.045818241	-0.32389463	0.141205993	1.466752353	0.442101281	-0.302063935	-0.364798116	0.30712329	-0.235941324	0.907629509	-0.483987522	0.635485956	0.136391438	-0.259654599	0.126289821	0.743529238	0.660690725	0.352306021	-0.078734249	-0.169167671	-0.05757539	0.110258789	0.138788805	-0.264717058	-0.356916209	-0.602856387	-0.097172075	0.525999431	-0.240872448	-0.243020066	0.197052184	-0.059437593	0	-0.157087319	1.599106749	-0.073039159	-0.529640564	0.221268254	0.730624228	-0.067604436	0.162742702	-0.095542431	1.172429934	0.121382398	-0.324447598	0.035869699	0.432955987	0.260691149
TCGA-A2-A0SW	-0.087522474	-0.134504589	0.28738451	1.420960405	0.130982826	0.443704659	0.59198024	-0.19462709	0.239802985	0.206016732	1.352369416	0.969974068	0.097432704	-0.140075211	0.204415583	-0.355529871	0.116577602	0.378835763	0.209932251	-0.133019363	0.459628538	-0.051920238	0.070967551	0.782497713	0.305755446	0.126111465	0.001402155	-0.191062296	0.224345213	-0.193544786	-0.731156423	0.030239266	-0.196600971	0.327953512	-0.273830742	0.153227618	-0.21448656	-0.246442042	-0.27515674	-0.109902808	-0.332489783	0.279750158	-0.245088918	-0.194834239	-0.519928294	-0.174993376	-0.08097778	-0.169621193	-0.042456326	-0.055042368	-0.17694289	-0.013559703	-0.121381654	0.088732067	0.090183734	-1.132223873	0.713222681	-0.361490416	0.148704663	0.186285653	0.133506434	0.08424995	0.307719461	0.309120534	0.111207327	-0.157689027	-0.35985056	-0.143721913	-0.064901944	0.627621677	0.672091395	-0.130403249	0.245517217	-0.032316895	1.49770141	0.006839044	0.441893798	0.02809426	0.042155069	0.80199304	0.121996618	0.695127381	0.664980323	0.367099659	-0.464204992	-0.35536119	-0.134940615	-0.217195146	-0.143305357	-0.238763022	0.056941531	-0.961763277	1.623567515	-0.094763294	-0.20339662	-0.31330901	0.25949074	0.066906812	-0.16225662	-0.149635834	-0.764630042	0.213301417	-0.20601491	-0.154184518	-0.168723545	0.563065637	0.163784157	-0.767579529	0.368268946	-0.168129802	0.020265864	-0.536131158	0.193072715	-0.449916261	-0.062854855	-0.014854202	0.022457519	-0.599500692	-0.127478767	0.090389423	-0.057249913	-0.240453848	0.323962764	1.204513722	-0.142803583	-0.298292603	0.163944453	-0.351341094	0.219423922	0.132583238	0.335464712	-0.139771155	-0.209280447	-0.134429111	-0.083034914	-0.054075164	0.030850098	-0.078191954	-0.284306007	-0.06812791	-0.064309215	-0.424334899	1.282239728	-0.301617605	0.382923254	0.62198839	-0.180048571	0.439550764	-0.410360506	0.20783622	0	0.188878161	-0.38218068	0.190412007	0.004851924	-0.285933769	0.144214129	0.467339525	0.403148191	0.405509439	0.085625701	-0.1622026	0.421836441	0.034489746	-0.167747455	-0.149551844	-0.208193345	-0.547271109	-0.147544508	-0.059851673	-0.229218712	0.012068355	0.007215203	-0.113260024	-0.062623371	0.154608803	1.386238948	0.075018834	-0.106023804	0.49852947	1.744210697	-0.288288373	0.132397575	0.017786818	0.723122077	-0.019475516	-0.232334165	0.138297714	-0.09598728	0.057912142
