TCGA_patient_barcode	14-3-3_beta	14-3-3_epsilon	14-3-3_zeta	4E-BP1	4E-BP1_pS65	4E-BP1_pT37T46	4E-BP1_pT70	53BP1	A-Raf_pS299	ACC_pS79	ACC1	Acetyl-a-Tubulin-Lys40	ACVRL1	Akt	Akt_pS473	Akt_pT308	AMPK_alpha	AMPK_pT172	Annexin-1	Annexin_VII	AR	ARHI	ARID1A	ASNS	ATM	B-Raf	Bad_pS112	Bak	Bap1-c-4	Bax	Bcl-2	Bcl-xL	Beclin	beta-Catenin	Bid	Bim	BRCA2	c-Jun_pS73	c-Kit	c-Met_pY1235	c-Myc	C-Raf	C-Raf_pS338	Caspase-7_cleavedD198	Caveolin-1	CD20	CD31	CD49b	CDK1	Chk1	Chk1_pS345	Chk2	Chk2_pT68	cIAP	Claudin-7	Collagen_VI	Cyclin_B1	Cyclin_D1	Cyclin_E1	Cyclin_E2	DJ-1	Dvl3	E-Cadherin	eEF2	eEF2K	EGFR	EGFR_pY1068	EGFR_pY1173	eIF4E	eIF4G	ER-alpha	ER-alpha_pS118	ERK2	ETS-1	FASN	Fibronectin	FoxM1	FOXO3a	FOXO3a_pS318_S321	G6PD	GAB2	GAPDH	GATA3	GSK3-alpha-beta	GSK3-alpha-beta_pS21_S9	GSK3_pS9	HER2	HER2_pY1248	HER3	HER3_pY1289	Heregulin	HSP70	IGFBP2	INPP4B	IRS1	JNK_pT183_Y185	JNK2	Ku80	Lck	LKB1	MAPK_pT202_Y204	MEK1	MEK1_pS217_S221	MIG-6	Mre11	mTOR	mTOR_pS2448	MYH11	Myosin-IIa_pS1943	N-Cadherin	N-Ras	NDRG1_pT346	NF-kB-p65_pS536	NF2	Notch1	P-Cadherin	p21	p27	p27_pT157	p27_pT198	p38_MAPK	p38_pT180_Y182	p53	p62-LCK-ligand	p70S6K	p70S6K_pT389	p90RSK	p90RSK_pT359_S363	PAI-1	Paxillin	PCNA	PDCD4	PDK1	PDK1_pS241	PEA-15	PEA15_pS116	PI3K-p110-alpha	PI3K-p85	PKC-alpha	PKC-alpha_pS657	PKC-delta_pS664	PKC-pan_BetaII_pS660	PR	PRAS40_pT246	PRDX1	PREX1	PTEN	Rab-25	Rab11	Rad50	Rad51	Raptor	Rb_pS807_S811	RBM15	Rictor	Rictor_pT1135	S6	S6_pS235_S236	S6_pS240_S244	SCD1	SF2	Shc_pY317	Smad1	Smad3	Smad4	Src	Src_pY416	Src_pY527	STAT3_pY705	STAT5-alpha	Stathmin	Syk	TAZ	TIGAR	Transglutaminase	TFRC	TSC1	Tuberin	Tuberin_pT1462	VEGFR2	VHL	XBP1	XRCC1	YAP	YAP_pS127	YB-1	YB-1_pS102	JAB1	MSH2	MSH6
TCGA-C8-A12Z	0.004354269	-0.00980058	-0.173024717	0.158386356	0.109014313	-0.141231573	-0.041527927	0.696408971	0.71197666	0.642882934	0.649309202	0.154988127	0.154407732	0.354310471	-0.037467348	-0.461160036	-0.110490205	0.45102259	-0.610274878	-0.098483822	-0.600386709	0.157363682	-0.1605511	0.982981046	0.198382736	0.22417787	-0.531162372	0.04619976	-0.01400445	-0.603337811	-1.615090021	-0.081067134	0.101540008	-0.3937162	-0.08310164	0.297537491	-0.05850246	0.226582819	-0.484872815	0.104238941	0.460508145	-0.167883559	-0.094210784	-0.332017645	-0.910863315	0.16361444	0.108196258	-0.062340835	0.122101529	-0.175756275	-0.12463632	0.097103783	0.048719731	0.175696485	0.311618643	-0.113517263	1.234166779	-0.204048208	-0.103940662	0.261580578	-0.471053097	-0.04640738	-0.041997577	0.052909985	0.178972676	0.165419229	1.76821218	-0.071008712	0.189263263	0.518763895	-3.545720105	-0.16194364	-0.029804643	0.045363873	1.47487304	-0.435624666	0.775331913	0.291378108	-0.255314751	0.067485751	-0.766349589	0.771596008	-0.06009523	0.051148539	-1.170270494	-1.203359529	3.961023443	3.486700383	1.002270019	1.161384472	0.118924564	-0.300891272	0.456197629	0.107997245	-0.231699248	-0.277248563	0.119648934	0.466132308	-0.490376556	-0.142776104	0.040426755	0.273409546	-0.129681159	-0.141042593	0	-0.28027791	-0.348142998	-1.592064689	0.039103531	0.105478959	0.028030402	-0.560147947	-0.405827646	0.310228053	0.161343099	0.014111924	0.10589176	-0.187040025	0.03670741	0.16743904	-0.176114166	-0.689102038	0.908894257	0.719949849	0.324703048	0.213658703	-0.278136962	-0.433938117	-0.373667116	0.031691496	-0.219311229	-0.441732558	-0.200528038	-0.08426408	-0.214961733	0.028456522	-0.363592953	-0.263599101	0.004189785	-0.419461642	-0.086729071	-0.333137489	-0.836459158	-0.305381593	-0.510851495	-0.747659518	0.417244733	0.526650865	0.100357328	-0.129921826	0.002518192	-0.433109832	0.067031435	0.09143274	-0.395282222	-0.263843535	0.179362792	0.640652019	0.491802153	2.21195171	0.040039261	-0.035753134	0.272925465	-0.264229432	-0.201856549	-0.07796107	-0.186820052	-0.189319673	0.107412725	-0.629349421	-0.17083795	0.197999031	-0.197107813	-0.041662183	-0.047086858	0.053967669	0.822818884	0.005261344	-0.319520282	-0.083388103	1.961386682	0.679303746	-0.248169045	0.037013162	0.018891502	0.415139258	0.036935221	0.007063062	-0.1520144	-0.062249361
TCGA-C8-A133	0.13849247	0.243127881	-0.621943248	0.01085785	0.087161394	0.13285412	0.001370117	-0.530771073	-0.121327492	0.195498062	0.077344031	-0.532751554	0.007079803	0.367983277	-0.242285793	0.11155148	-0.316496223	-0.880587498	-0.20948061	0.394496028	-0.484739357	0.109524948	-0.266439562	0.280940105	-0.673293623	0.261797452	0.859586931	0.277390079	-0.530900495	0.021274145	0.289684066	0.126550391	-0.03229868	0.053992999	0.203787373	-0.486917019	0.017207697	-0.097319427	-0.047144969	0.131516557	0.320029589	0.047723802	0.101842176	-0.41145912	-0.960494317	0.368268502	0.262127055	0.2852889	-0.342139891	0.093879028	0.058019856	-0.640360373	-0.042958088	0.032028678	2.065100733	-0.221463503	-1.470621875	0.278801066	-0.107606277	0.044756235	0.965649358	-0.0207787	0.377759838	0.02593829	0.16596162	0.255488371	0.097246849	-0.006338913	0.144901808	-0.048755745	0.809520991	-0.083566618	-0.227468124	0.042831986	0.490393344	-0.005851822	-0.502610242	-0.006837796	-0.071551117	0.492405045	-0.083268135	-0.185048836	0.467267491	-0.212485287	-0.222692158	-0.395304377	0.258716216	0.117209015	0.789913771	-0.010724984	0.08174669	0.052107302	0.819817743	-0.384681529	-0.223759887	0.145273107	0.689690686	-0.384382542	0.101015627	0.105728497	0.361690119	0.516933971	-0.422856099	0.045378258	0.040190403	-0.260053936	-0.286195752	-0.782030353	-0.582736645	0.076498954	0.055853827	-0.45122496	-0.612746122	0.326746386	0.053349639	0.407886715	0.081639712	0.191077668	-0.055300209	-0.124870581	0.101182864	-0.355716367	0.312859001	-0.412571847	-0.222533463	-0.075508513	0.553630681	0.082210457	2.204791478	-0.32568941	-0.142530308	0.600279498	0.03663667	-0.044208681	-0.08006787	0.147789881	-0.328391896	-0.282108691	-0.286177011	-0.234141342	-0.149309138	-0.608114746	2.712586497	-0.193717116	-0.033864769	0.040414085	0.007427467	-0.337593004	-0.101090036	-0.36506464	-0.038293835	0.067955117	-0.157549524	-0.964195077	-0.44404767	0	-0.130958745	0.300573227	-0.182668083	0.114860367	-0.110122694	0.167759019	-0.055816323	-0.102774666	0.065607025	-0.179063205	0.463814834	-0.024554273	-0.195231448	-0.275495771	0.092869107	0.058387656	0.169544339	0.206862096	0.109723277	-0.298726774	-1.686328603	-0.229085568	-0.163881853	-0.456949725	-2.446708799	0.147019563	0.102628021	0.172339766	0.027492007	-0.011367781	-0.029651722	-0.099609383	-0.530772439	-0.511537835
TCGA-C8-A12Y	-0.097249124	-0.139557938	-0.310957415	-0.155830567	0.183016463	0.218818593	0.170792144	0.280094762	0.002103613	0.198347173	0.150833926	0.603909278	-0.243422703	-0.005135925	0.86247985	0.408040214	0.114093549	-0.261137129	0.644021505	-0.00085213	0.467937269	-0.179356885	-0.080991223	-0.192851912	-0.319254647	0.024139874	0.113579613	0.100739961	-0.232021975	-0.081508036	0.322626308	0.000133387	-0.015276169	0.044499284	-0.059584539	0.030333037	-0.090098092	0.338469685	-0.186429713	0.064558319	-0.034209399	0.034497104	0.023108622	-0.031165898	0.017726952	-0.229960047	-0.091344621	-0.073672725	-0.260446809	-0.108533339	-0.002769204	-0.404823726	-0.067477299	0.047464047	-0.134815827	-1.005430752	-0.321591807	-0.004798502	-0.188486684	-0.28533645	-0.038574079	0.39045129	-0.02386133	-0.112294959	0.074828941	-0.092826053	-0.230357909	-0.03399084	0.115865828	0.636629394	0.193581753	0.014929121	-0.311787893	-0.082266814	0.816788037	0.456389565	-0.490312057	-0.159321886	0.136648537	-0.036928949	1.423842279	-0.261844561	0.297445534	0.071232963	0.67649936	0.616928134	-0.076775042	-0.051096602	-0.153979928	-0.025958957	0.277488566	0.359730372	0.047185201	0.895415446	0.079249647	0.118769983	0.100617859	-0.285142706	-0.499864413	-0.040484999	0.968774487	0.110885449	0.36603402	-0.187064536	0	0.094444097	0.209793614	-0.00426454	0.100612553	-0.11225636	-0.145837671	-0.053087855	0.421897767	-0.055883111	-0.017137974	-0.308779017	0.455508599	0.239932667	0.024954762	0.090851687	0.109217039	0.167753219	-0.035574746	0.647079773	-0.151901722	-0.295046658	-0.045072534	0.140793361	0.255413952	0.089352552	-0.166551448	0.508629027	0.070005627	0.155790693	0.095326794	-0.06842726	0.521219457	0.181322163	-0.0545181	0.596936268	-0.083479027	-0.179905456	3.820544399	0.203174702	-0.318529046	0.68673613	0.452143366	-0.051898483	-0.315543664	-0.295642502	-0.180904656	0.093712332	0.237480267	0.080033706	-0.064514238	-0.043703468	0.056493771	0.038921684	0.105542665	0.179943462	-0.187157712	0.05922221	-0.044777384	-0.030056048	-0.134369191	0.108595205	-0.182923978	0.301237041	-0.052453929	0.228173602	-0.172211745	-0.894084073	-0.042906715	-0.27045852	-0.04544444	0.159090555	0.156068434	0.068480388	0.08828456	-0.650551468	1.396249774	-0.244638432	-0.061351275	0.109398099	0.624488036	-0.013332987	-0.151972708	-0.158113662	0.008089247	-0.246256979
TCGA-C8-A12X	0.316111006	0.05620557	-0.218440796	2.090289968	1.007649773	2.660071578	1.107435978	0.509781671	-0.392176786	0.477563228	0.439453244	-0.780447627	-0.242997265	-0.631969656	-0.623226531	-0.209091689	-0.890032617	-0.835857019	-1.030529069	-0.319034259	0.588429447	-0.122408752	-0.39702415	-0.167989364	0.31707698	0.291247809	-0.557316803	0.178158234	-0.013927642	-0.08226077	1.117403812	0.311542547	-0.279862144	0.886064336	0.173383571	-0.00547296	0.04046561	0.156033419	-0.376316237	0.139713689	-0.011248179	-0.050668725	0.059370611	0.143978123	-0.613518828	0.034832777	-0.056802912	-0.091615552	-0.138375543	0.066925249	0.221612752	0.529332597	0.181394466	0.672613057	3.061550589	-0.820646038	-1.085904221	0.09561156	0.209374436	-0.236806823	0.535435918	-0.183821707	0.819917998	-0.078856558	0.460403291	-0.284284274	0.597215564	-0.029120439	0.417889429	0.256124977	2.289194476	1.096827369	-0.02224273	-0.134327498	0.002639066	-1.276651084	-0.01658439	-0.16883265	0.650074331	-0.173991624	0.405794463	-0.320452836	1.949999537	-0.258959936	0.497686606	-0.080897841	-0.084054888	-0.037895526	0.858841544	-0.212001384	-0.073850368	0.508960503	1.606286685	-0.331669578	0.461344922	0.407708275	0.143357229	0.042354594	-0.50114018	-0.084471604	-0.013118776	0.116143527	0.017802226	-0.21457921	0.378367181	0.664389353	-0.235662773	0.159424077	-0.431818161	-0.087780978	-0.182007199	-0.195800683	0.71488677	0.151735986	0.040434221	0.308682404	0.29986784	-0.036544155	0.042065776	0.096820944	0.068092725	-0.657518202	0.01404558	-0.168601284	0.16533224	-0.090721084	0.25781546	0.338798418	0.169602476	-0.106079005	-0.42863364	1.19449612	-0.226187115	0.252645388	-0.127679297	-0.049657358	-0.269792113	-0.113399225	-0.589445167	-0.596991764	-0.267002068	-0.473575548	1.789622954	-0.036089073	0.085113819	0.349302017	-0.352900275	-0.760538788	-0.16558965	0.356000874	-0.271394666	0.216687376	0.545875101	-0.366014475	-0.148456377	0.370934131	0.04967038	-0.170330872	-0.075005679	0.132385667	-0.104246886	0.26339319	0.080270412	-0.221981881	0	-0.079853267	0.690719733	0.041436661	0.019273439	0.741580235	-0.001996168	-1.021177549	-0.111127938	0.297229064	-0.232411392	-0.032018199	-1.177730672	0.159521553	0.017138604	0.398724386	-0.162154848	0.013069534	0.227217767	-0.314267353	0.220255493	-0.384414271	-0.454897263	-0.306965669	-0.033193982	0.333532337
TCGA-C8-A131	0.377877055	0.448988764	1.97359237	1.070626143	0.369033215	0.223194774	0.62862131	-0.793280798	0.371316875	-0.663310226	-0.865242223	-2.741073252	0.16899417	-2.058726399	0.048800515	0.156971288	0.279237047	-0.552245587	0.618902383	0.061059748	-0.16222902	0.198745663	-0.456611111	0.591077281	-1.41983229	-0.759365869	0.196712966	0.243560712	-0.812100676	1.305071429	-0.47141256	0.287748537	-0.132449384	-1.356837325	0	0.010536554	0.205842453	-0.154661902	0.087725297	0.325937456	-0.296087979	-1.227798875	0.478776429	0.370614866	-0.846782641	-0.043193032	0.387546365	0.535731136	0.020189128	0.965738509	0.353995587	-0.296433039	0.47240304	-0.464911237	1.62013979	-0.468417578	0.501338057	-0.093704868	-0.036975492	0.2154806	0.230956496	0.12030281	-0.706349499	-0.349981391	-1.227954681	0.334922146	-0.507337725	0.15578481	0.712236136	-1.963786455	-3.394006051	-0.388019629	-3.188472292	0.343905611	-0.539108856	2.670775965	-0.002196771	0.34041732	0.373026707	-0.062588107	-1.005865211	0.174880761	-1.535868739	-0.772178355	-1.607800381	-2.017443054	-1.378320211	-0.473295404	-0.533267541	0.101575641	0.246993092	0.784204635	2.082508722	-0.751109964	-0.086329468	-0.169444509	-0.932434075	-1.130818419	0.142550866	0.059357547	1.506152154	-0.334120321	0.062511003	0.219351738	0.373722758	-0.908064087	0.385187322	-0.695867748	-1.048711341	0.406528404	0.083373875	2.6440123	-0.974487319	-0.009579827	0.102186229	-1.103934538	0.159646116	0.132612058	0.316366268	0.114688751	0.267251369	0.14560856	0.500825058	-1.309709093	-0.580034883	0.099649548	-0.17067378	-0.498288561	1.400991766	-1.69357436	0.137640762	0.076503104	1.04424517	-0.340916835	0.549060835	0.359888764	-0.431361747	-1.047388458	-0.346668628	-0.426625925	0.062087551	-0.705475556	-0.857236294	-0.172094964	0.482920241	-0.526086746	0.159693033	0.062814512	-0.422233854	-1.018484898	0.158568454	-0.799281982	1.152346557	-1.031416463	-0.834852745	0.16592446	-0.603226455	0.755803376	-0.352721793	0.344527856	-0.465980124	-0.400432434	-0.024324175	-0.056756375	0.392427116	0.34901846	0.0439314	-0.467930928	-0.539971774	-2.433496271	0.425489795	-0.259154153	0.253500321	0.239707822	0.135794774	-1.105524885	-0.128541022	-1.92301263	-0.311143262	-0.077714509	-2.840202067	-0.150841487	0.351064702	0.957911837	1.081584678	-0.365260674	1.013879539	0.292353898	-1.18781895	-0.649293352
TCGA-C8-A135	0.253798476	0.199764944	-0.119726021	-0.682272927	0.482194449	-0.546309191	0	-0.767674691	-0.189830907	0.465822874	0.222544845	-0.700379365	0.147270822	0.132274529	1.204709019	0.439601429	0.009876085	-0.042005698	0.361286587	0.2405987	2.255519719	0.30410339	-0.27749169	0.277298362	-0.083840885	-0.892545391	-0.037248311	0.254740914	-0.144157601	0.253783114	-0.483602698	-0.080549787	-0.078874088	-0.115282134	0.295700541	-0.159828926	0.042202896	0.099416305	-0.09739302	0.129581982	-0.028504932	-0.275135764	0.054982924	-0.156724067	0.705572077	0.369933493	-0.021278242	-0.147090198	0.2726507	0.23195755	0.087947247	0.35973196	-0.265757727	-0.473952966	-1.162640148	0.299661887	0.241470843	0.294451929	-0.301158892	0.337921413	0.120833138	-0.297185342	0.213785121	-0.010387899	-0.273840343	0.280334789	1.761726429	0.263166509	0.25799871	-0.618003554	-3.197340008	-0.533132137	-0.26865652	0.262016147	3.211209852	0.427363414	0.088091048	0.448948285	-0.074870606	0.319525561	-0.361105127	-0.234499648	-1.409824277	-0.395377262	-0.068864681	-0.056188113	1.281625841	1.249482328	-0.00445546	0.423732969	0.268521849	1.667766878	0.091163133	-0.737206191	-0.002003599	-0.102180064	0.219517865	-0.229890354	0.614000277	-0.074598329	0.78572815	0.082179249	-0.017493369	0.04354402	-0.014971075	-0.783678742	-0.397928169	-0.440858896	-0.558045019	0.352071596	0.317095986	0.832998683	1.026200222	0.281779918	0.311089782	0.125537403	0.116037802	-0.050033815	-0.066690483	0.420843833	0.099153043	-0.063526059	-0.414211467	-0.669825189	0.16080116	0.316707195	-0.185146386	0.104406167	0.090937663	0.230090534	0.094662885	-1.389839732	-0.094418241	-0.459689725	0.02070985	0.217125242	-0.122275236	-0.019081556	0.009056043	0.10256854	0.017024998	0.01845956	-0.58312006	-0.057542834	-0.244498307	-0.388833406	0.354502681	-0.226277397	0.445693267	-0.104777298	-0.151032498	-0.11415859	-0.32355736	-0.471914846	-0.54275439	0.11238608	-0.069534955	0.246592316	-0.134258054	-0.098550858	-0.150080135	0.175770139	0.045701656	-0.06002056	0.299008748	-0.105446778	-0.028165795	0.582899467	0.105716658	0.28619788	0.376589698	0.2891035	0.192821903	0.084069131	-0.448126326	-0.404122614	-1.081486519	0.018176689	-0.081788565	-1.002908049	-0.892416136	-0.025175838	-0.115420489	0.198950941	-0.191212488	-0.3970603	0.086626919	0.231684733	-0.226530561	-0.504864266
TCGA-C8-A137	0.057947262	-0.084710878	0.317151712	1.105637949	0.372041856	-0.135101807	0.477443449	0.107727313	-0.13700609	0.311632347	0.381033116	-0.382245734	-0.188120481	-0.14039255	-0.082639997	-0.195071607	0.144190199	-0.055773543	0.090993281	0.021054354	0.501282183	-0.18324214	0.110707419	0.917322508	-1.104947885	-0.102317916	-0.134948521	0.175315096	-0.067298204	-0.322816161	-1.232801026	0.044769393	-0.097949642	-0.476453167	0.431515172	-0.51263569	0.019534177	-0.144579254	-0.172338186	0.339878009	0.1255637	0.567145373	0.222172308	0.117276554	-0.736990486	-0.162211297	0.102822396	-0.314658858	0.115999436	0.20291665	0.152793824	0.006643337	0.287831351	0.013607927	0.02013537	-0.699921107	0.856912137	0.243368367	0.541480263	-0.108078389	0.446028789	0.260530694	-0.224036443	0.482265435	-0.152059393	-0.005711933	1.730850954	0.193241833	0.456734557	0.042448655	-3.093617664	-0.379215572	-0.275638979	-0.242252003	2.251794375	-0.540733667	0.19382002	0.176116953	0.349020871	1.180194404	-0.583867579	0.536450869	-0.261222018	0.269408574	-0.012688575	-0.371488945	3.500792026	2.791112986	-0.237961775	0.222029902	0.262914142	1.314002445	-0.276981352	0.323385208	0.134005636	-0.023903636	-0.071954155	0.20912384	-0.411262592	-0.128219998	0.867976097	0	0.425621469	-0.050431732	0.290729583	0.375689169	-0.343286489	-1.490829596	-0.130596447	0.248756437	0.006454188	-0.658365464	0.459939753	0.323606523	0.255796286	-0.031474214	0.323223586	0.029284093	0.012061203	-0.08647785	-0.35008896	0.125152981	0.235954108	1.392942738	-0.284735511	-0.092330888	0.369014821	0.123530808	0.127460026	-0.240831569	-0.139886084	-0.282813561	-0.066747727	0.143958478	0.119253209	-0.020064196	-0.079281872	-0.449198106	-0.198055682	0.225515469	-0.068533286	-0.083520349	-0.976868526	0.116534382	-0.179346929	-0.254548671	0.343062735	0.120861659	0.049356837	-0.121093671	-0.112797799	0.592350818	0.494274329	-0.303168918	-0.39122873	0.024582286	-0.070536318	-0.04103476	-0.364792032	0.015874283	-0.172869589	0.446576168	0.202303883	-0.201654456	-0.138374549	-0.203840179	-0.080265749	-0.343594218	-0.264564613	-0.638119727	0.229528729	-0.797474844	0.050391083	0.01575781	-0.261351485	-0.172951675	-0.2053566	-0.079938305	-0.252552664	-0.880412304	0.845628197	-0.178279677	-0.189651816	0.249154169	0.614808968	-0.004225611	-0.129598258	-0.092460824	0.074129445	0.076758696
TCGA-D8-A147	-0.27286904	-0.358392485	-0.39571187	0.298177605	0.181263932	1.057576857	0.172698255	0.121450519	-0.146786013	-0.608468458	-0.998997196	-0.844823833	-0.346480269	0.163319569	1.018606148	-0.236795895	-0.158078469	-0.140060058	-0.154619139	-0.129937035	-1.348006088	-0.354028199	0.213716185	0.777379762	0.861113482	0.193949133	0.251046752	0.165282826	0.222696622	-0.013121928	-0.731567999	0.019891555	-0.135485709	1.001016179	0.078761957	0.003950991	0.205453582	0.587085071	0.362070598	0.077067871	0.139047689	-0.073555325	0.033183428	-0.094103803	-0.982261534	-0.299287581	-0.170793783	-0.521427796	0.119605681	0.000888652	0.07943847	0.345937993	0.264332806	0.211576752	0.214402589	-0.763844332	0.44404027	-0.490534074	1.938415632	-0.030005803	-0.156147665	-0.174391298	0.592624765	-0.053914012	-0.55345061	0.232722022	0.184413014	-0.131375067	-0.085722865	0.165327614	-3.756872766	-0.389060653	0.197600076	-0.178923831	-1.46753233	-0.339854587	0.866728014	0.002712165	0.201073994	-0.710536233	-0.462885148	0.13562256	-1.95339184	0.219826689	1.153402826	0.231921067	-0.507257593	-0.276549258	-0.718821424	-0.245629205	-0.156121345	-0.090181983	-0.257208649	-0.705211388	-0.001755003	-0.158840248	-0.259278313	0.494134244	0.461222201	-0.222789337	1.606168755	-0.161487181	0.497156138	-0.137620506	0.006534598	0.452989235	0.340927268	-0.258614152	-0.334862237	-0.28169786	-0.131695057	-0.14864809	0.58151833	0.080516584	0.325929824	0.042155269	-0.168998291	0.746416404	0.094917549	0.364990867	0.021493767	0.22053348	0.60194614	0.011619658	-0.382759813	0.03246196	-0.037552018	0.627992111	-0.527304315	-0.0626125	-0.279249181	0.82560054	-0.600966165	-0.459512726	-0.03222638	-0.25932796	-0.252542467	-0.059316645	-0.115415018	0.085840674	-0.190994715	0.346620803	-0.881944296	0.188622964	-0.605316633	0.068736907	0.330949082	0.017657265	-0.471279925	0.328008884	-0.320203187	0.214455323	0.583054903	0.649758381	-0.313097571	-0.094140308	0.355927	0.525849636	-0.17517347	-0.210507291	-0.179236148	0.27054395	-0.279538886	-0.024106246	0.02979132	0.323291846	0.449838279	0.609138673	0.206997464	0.485839931	-0.00150768	1.183606825	-0.23369401	-0.178048849	-0.198589947	-0.181982708	0.943412236	-0.096796492	0.004183451	-0.418356081	0.402698912	-0.432072082	0	0.364027815	0.6447236	-0.31779451	0.314426505	-0.125924608	1.089974456	1.365990596
TCGA-D8-A146	-0.22141918	-0.104093619	-0.157532787	-0.10690729	0.164635499	-0.179534493	-0.011488	0.207120265	0.553674869	0.302378558	0.085951653	1.209719006	-0.325688643	0.805068094	0.721406631	0.779933385	0.303472049	0.769969956	0.815646409	0.021510308	0.901614078	-0.125245066	-0.207418514	-0.646690778	0.030799209	0.064815667	0.416461269	0.19954472	-0.098770731	-0.014779219	0.285789933	-0.04071206	0.077403991	0.806980711	-0.080404833	-0.395272561	-0.020991646	0.147358838	0.721490114	0.01183097	-0.000237273	-0.024375089	0.116143321	-0.391510436	0.389444773	-0.098917191	-0.220287619	0.388973045	-0.263088311	-0.038092805	-0.11617641	-0.403059228	-0.126326892	0.536555066	-0.001356641	-0.102302023	-1.346502972	-0.336381298	-0.252465418	-0.262157311	0.132947271	0.278606392	0.307828571	-0.218506102	-0.077715308	-0.077018338	-0.173354112	-0.16538884	-0.191486235	-0.084369563	2.126126178	0.831745211	0.22270365	-0.072043881	-0.050482539	0.080383493	-0.90709003	-0.368603699	0.21984934	-0.204954956	-0.172739615	0.089827143	0.438548422	0.051004252	1.028624349	0.928116719	-0.260878205	-0.21742164	0.542032801	-0.222304957	-0.070566229	-1.083427517	0.566578549	0.769631476	0.04091907	0.414064771	0.476009339	-0.004793102	-0.40545242	0.123219736	1.617124508	-0.111748563	0.233235931	-0.314037315	-0.082583303	0.378010939	0.297518722	2.494859849	0.632017529	-0.215817152	-0.215398657	0.176818611	0.832202851	-0.023720347	-0.229349586	-0.159399471	0.508030289	0.170744885	-0.139778807	-0.131117921	-0.011128459	-0.37946393	-0.070293299	0.323805729	-0.14887231	-0.373125691	0.187905822	0.310337532	0.253567121	0.144833688	-0.331345238	0.079151792	-0.096911759	0.168763257	0.250940547	-0.003990509	0.066452795	0.111410757	0.105442109	0.556651765	-0.066951494	0.410817496	3.634133267	0.093650064	-0.243666357	0.58463775	0.413496886	-0.071941266	-0.366609034	0.100734821	-0.213409202	0.291940081	0.205366941	-0.297973352	0.394698418	0.187126258	-0.637185946	-0.529717002	-0.478662067	0.163471018	-0.061760811	-0.334520239	0.150924211	-0.09915018	-0.15836327	0	0.042985244	0.1310187	-0.044549909	-0.074257578	-0.348506876	-0.274109488	0.011097941	-0.066406374	-0.007611387	0.604292121	-0.517084633	0.183001859	0.458129687	0.412355924	1.699154515	0.183309778	-0.144292442	0.248036339	1.12023722	0.220347569	0.365058779	-0.285695861	-0.308669238	-0.170421015
TCGA-D8-A145	-0.270362075	0.165455949	0.508620558	0.711762313	0.356155972	0.501566768	-0.164467041	0.317672059	-0.135748258	1.208283166	1.271002944	-0.679645301	1.037328864	0.457084025	1.269455629	0.6469598	0.737727576	0.872050334	0.080741499	0.706683684	1.844078026	1.021090466	0	-0.205954436	0.077523735	-1.19322562	-1.640021662	0.333575419	-0.570809453	0.669169121	1.519777659	0.646450329	-1.866745529	0.497146224	0.570260334	1.119744374	-0.755811117	-0.475867018	1.02418265	-1.299310057	-0.989870627	0.26795873	-0.363128168	-0.626333366	2.139706168	0.099162592	-3.315331422	-1.04264463	-1.431383803	-0.264480016	-0.84289206	-0.043067062	-2.579602181	-0.732868603	0.17286608	0.477167239	-1.335890778	0.083013956	0.27742952	0.248423293	0.892700553	-0.298308039	0.896497982	0.176435586	0.363699221	-0.111339602	0.303267433	-0.127393745	0.601419911	-1.0503628	1.994134407	0.135714979	0.532708005	-0.040177973	0.817370634	-1.838106992	-0.756652275	0.046437658	-0.35519528	-0.692838077	-0.232336835	0.062317476	1.604511413	0.168325594	0.607630086	0.758428035	-0.324883876	0.102073026	-0.507803035	0.026402174	0.203991578	-0.42485811	1.974177722	1.011410038	-0.376350033	-0.266145135	0.370216065	0.037900379	0.067970607	-0.544133868	-0.190020556	0.526006975	-0.2843245	0.308686085	-1.17241579	-0.061394661	-0.595730771	1.036489756	-1.080998272	0.624366584	-0.067124454	0.71390956	-0.345555172	0.457217081	0.008201813	-0.00064448	-0.365879328	0.740792212	-0.659545474	0.149830148	0.563318907	-0.84242175	-3.043789665	-1.247750706	-0.219746972	-0.219712581	0.011999274	-0.079766401	-1.02817614	-0.009496479	0.284952167	-2.864343024	0.754083274	0.734952321	0.567115	-0.013071996	0.251157771	-0.006978043	0.045983157	0.635971005	-0.787060591	0.361915076	-0.215689432	-0.211769051	0.394035044	-1.255259492	0.133093313	0.806601494	1.072132405	0.477480479	-0.078847182	-0.30109723	-0.351369497	0.150581889	-0.254951604	-0.705927781	-0.329684032	-0.961956015	-0.709303045	-2.587425773	-0.043838267	-1.548346206	-0.27018966	0.188829707	0.320946278	0.340270991	-2.449323901	0.63176964	-0.443048669	0.045009087	-1.177441369	-0.870833716	-0.347010193	-0.258455183	-0.896093448	-0.566009474	-1.700299115	0.249026215	0.614163026	-1.023136114	-0.199829564	-1.795441381	0.314851743	-0.240011913	0.498022486	-0.602291467	-0.34683312	0.054914282	0.059613054	-0.506201581
